video_id,url_id
348,7443781217511574822
349,7440772087905635647
350,7440686868389170472
351,7440714761462926602
352,7440796302838943036
353,7440771078147870012
354,7440688676042018108
355,7440695236168355107
356,7440743889994075451
357,7440790499159461178
358,7440819427081194804
359,7440738175565172027
360,7440516275832360244
361,7440705329085599016
362,7440678450798611721
363,7440369294652771594
364,7440421729542868282
365,7440697807352237339
366,7440685133167988018
367,7440731682254097679
368,7440813532305689914
369,7440544909808962835
370,7440855190334360895
371,7440670317359516939
372,7440723774384672000
373,7440757424656583973
374,7440734680221011252
375,7440794247034391860
376,7440784817890856244
377,7440775273143864615
378,7440690963393154314
379,7440785753644240154
380,7440675584948079924
381,7440700422190288180
382,7440675682037861670
383,7440658643214732544
384,7440709174650064162
385,7440670781157248283
386,7440626646643756288
387,7440756353922092346
388,7440695144581483788
389,7440669833064172852
390,7440731382726348089
391,7440660671685086515
392,7440824227814559034
393,7440782359969942841
394,7440780653219597602
395,7440790673063709991
396,7440688737975078183
397,7440685339317931314
398,7440676281794022668
399,7440795503345831178
400,7440694664090422578
401,7440781953256688931
402,7440773209743559951
403,7440787211252993319
404,7440819235447721243
405,7440702509242387769
406,7440869555175427340
407,7440754350588316969
408,7440774984538033435
409,7440665877462273315
410,7440658122278063418
411,7440673429704953126
412,7440725328332410121
413,7440678081083264307
414,7440656137923349797
415,7440808702178790719
416,7440704574370909459
417,7440749070135659811
418,7440775683002862885
419,7440796043828088083
420,7440713410112802085
421,7440787027240570124
422,7440852059546455322
423,7440691653054074169
424,7440743448967171347
425,7440811485498002700
426,7440773153174965556
427,7440811421782347045
428,7440757791230315813
429,7440749240164338981
430,7440700346017631548
431,7440842605002329403
432,7440805391006534971
433,7440627153202384139
434,7440811260570062089
435,7440708780620369171
436,7440752579933506854
437,7440758494371777843
438,7440678723965291810
439,7440653364242681099
440,7440733646727761162
441,7440833275846806803
442,7440833591778610441
443,7441052339479416116
444,7440891785766882611
445,7441131968894389561
446,7441114765952322873
447,7440886529964264745
448,7441016732526972212
449,7441029580913249562
450,7441133158134844712
451,7441146184800111887
452,7441063016822492466
453,7441145880327113999
454,7441152450976877882
455,7441076996496575779
456,7440821331215666491
457,7441141441461636411
458,7441109574599396671
459,7440993208500374794
460,7441106760510819621
461,7441142794372025609
462,7441015207364807999
463,7441105167656783145
464,7441185940812467513
465,7441232599785245961
466,7441547109918117155
467,7441510906263096636
468,7441252880729820475
469,7441387046431739172
470,7441270296956374298
471,7441839651230321977
472,7441899169628851497
473,7441901475225193779
474,7441782819480735003
475,7442216326401117478
476,7442214045085715747
477,7442265991805013248
478,7443701413496098099
479,7443345168960458025
480,7441528021879770426
481,7441289029649173794
482,7443045312085773609
483,7443648165141630268
484,7443686658416921915
485,7443800760371989797
486,7443778910170467642
487,7443495073708379450
488,7443809775340539196
489,7443806105949523240
490,7443775789847350586
491,7443787194512264507
492,7441422692131163450
493,7440865827122842892
494,7441538313967783228
495,7441860076257824038
496,7441927140213263653
497,7441997258167586089
498,7442669371136249098
499,7441572849174760761
500,7440871027090984244
501,7442646943316200744
502,7441059472178531593
503,7441095992771923234
504,7441105341506456847
505,7441054066882465059
506,7441490202385747210
507,7440862057567702322
508,7441018440938245426
509,7441192374467972361
510,7441560254749461794
511,7441560134087675170
512,7441779960462740736
513,7441559037218524428
514,7443656703037426963
515,7441402776548085001
516,7441425805080644918
517,7441398735323548980
518,7441507447220505910
519,7441558402943323442
520,7441835350244199714
521,7441215002507332921
522,7441551984836037948
523,7441416347017415971
524,7441422254308691236
525,7441620648473939258
526,7442163942157258043
527,7441220577311903017
528,7441219764346801468
529,7441119030083210505
530,7441102618325175604
531,7441115742528998690
532,7441385925877288227
533,7441429520390950180
534,7441459965325266226
535,7441379868178287924
536,7441533386717449481
537,7441473221163093259
538,7441399135992909068
539,7441593224998833467
540,7441456206767541514
541,7441511985486843146
542,7441402981569858851
543,7441488207629389095
544,7441544615896845620
545,7441357191098928442
546,7441405109206093094
547,7441488337669573938
548,7441437684465257767
549,7441249089997524282
550,7441466966931524916
551,7441541945152818443
552,7441430527044832521
553,7441532376833953063
554,7441473868612586788
555,7441427977633680666
556,7441411502197706021
557,7441493798900763955
558,7441477702948752679
559,7441448558336822563
560,7441744035133312265
561,7441917019697532212
562,7441906772278840586
563,7441816101102701836
564,7441929822319775033
565,7441875876955950388
566,7442214755424587017
567,7442670024491289907
568,7443654565238443300
569,7441910001796418868
570,7442291556746382646
571,7442089788548631847
572,7442165506741751066
573,7442172654313901322
574,7442006663600557352
575,7442175493987667251
576,7442261252904193292
577,7442339887157742883
578,7442613651036589362
579,7443665618945051913
580,7441416443373079871
581,7441509534432087296
582,7441412252936178985
583,7441382737807723815
584,7441792311857646857
585,7441241198217399609
586,7441444055881485608
587,7441422204702625039
588,7441430329061133628
589,7441263400556055846
590,7441380842946972980
591,7441366357846871347
592,7441385291325181223
593,7441377561147411770
594,7441387456898878779
595,7441256595469651260
596,7441418956679679289
597,7441384892065238306
598,7441605264639298868
599,7441292302720568614
600,7441286010710838579
601,7441463655905922356
602,7441549758683942202
603,7441429168635661606
604,7441570206297771316
605,7441352258039663935
606,7441256510497279289
607,7441593471791680825
608,7441404953005985075
609,7441373227198303498
610,7441381625914576163
611,7441524441932139810
612,7441740465302555945
613,7441791056758246715
614,7441824078312295730
615,7441912649031421194
616,7441975142512725298
617,7441958542430539048
618,7441920684391009545
619,7441963318048263465
620,7441909280346869052
621,7441822377245232403
622,7441923424093539638
623,7441823962679561491
624,7441966369823935782
625,7441974500654206246
626,7441823932312767756
627,7441944858773703994
628,7441994515386322215
629,7443345238858468608
630,7441888011148643635
631,7442099433044528436
632,7441911506079337766
633,7441935959639248179
634,7441974057655962937
635,7441967609907612978
636,7442116941461900578
637,7442093935926824251
638,7442127343851687204
639,7442009863527468323
640,7442106397497593145
641,7441541379580251430
642,7441724606131490085
643,7441766879271701786
644,7441932001025756425
645,7441740763932708156
646,7441976613186653497
647,7441962425399692559
648,7441904822044953910
649,7442109020984347915
650,7442116791238790454
651,7442098528123424058
652,7442184521723809059
653,7442152984131226892
654,7442929906364861754
655,7442104170934504730
656,7442191035293371705
657,7442311550200859962
658,7442021615560379675
659,7442104469371800841
660,7442152400946760994
661,7442502957205163301
662,7442507098795134260
663,7442433070877150521
664,7442571522658602290
665,7441835992501243190
666,7441945831424478504
667,7441875531433364751
668,7441957439743790396
669,7442666659032157476
670,7443019544299408692
671,7442866133847362853
672,7443403980987698482
673,7444500116930645257
674,7441381134480543011
675,7441522031218150690
676,7439155041195330835
677,7438819575854075136
678,7439759408395013387
679,7440109059677637948
680,7441774963771673865
681,7442295380408126778
682,7442459505981525305
683,7441899092738952458
684,7441598980477291833
685,7441603851624418600
686,7441732421319413029
687,7442124232814759202
688,7441591367303744820
689,7441562634941517068
690,7441553766471535898
691,7441769877750156555
692,7441717199296859419
693,7441768179002510642
694,7441652004377627961
695,7441926067742330163
696,7441753305216257331
697,7441724016995470630
698,7441752643753544975
699,7441918108874411274
700,7441628015269809466
701,7441721570491436298
702,7441880390240947494
703,7441723888595160330
704,7441703170524318987
705,7442169016573086985
706,7442833355252469051
707,7441505574040161596
708,7441953416986758415
709,7441848742409473307
710,7441931155957435648
711,7441146030172769551
712,7441167879699057978
713,7441140708859301161
714,7441164587820535094
715,7441176085292682556
716,7441188198006623498
717,7441145513426144539
718,7441119579901873418
719,7441145802522643769
720,7441198051420556559
721,7441128559097269543
722,7441243159025192203
723,7441122225333243194
724,7441157461744110905
725,7441200351065214242
726,7441263654256889140
727,7441392006875729209
728,7441388603189644604
729,7441452011423304969
730,7441238626991721782
731,7441600708673080586
732,7441796425765211449
733,7441772771983609123
734,7441740688376581376
735,7441884088568417577
736,7442130317164514614
737,7442351410676616457
738,7441151608379002148
739,7441987630377585978
740,7442092011831741754
741,7442296251284081946
742,7442089782093696271
743,7441978615262154043
744,7441982365745843494
745,7442011278417104168
746,7442275516712799547
747,7442236164637035835
748,7442097577262140732
749,7442117492366904602
750,7442094535989054778
751,7442200404424772898
752,7442092784770714906
753,7442063414123334947
754,7442082165501726015
755,7442477305127013673
756,7441925532284964111
757,7441972519558483263
758,7441846960220327178
759,7441889963068771624
760,7441893413370301754
761,7441856340231785766
762,7441863754335161615
763,7441967829085211961
764,7441942632093289779
765,7441890878152609024
766,7441928619921902905
767,7441933847371009331
768,7441879900748909887
769,7441912436111723834
770,7441898574117391670
771,7441934458162351417
772,7442093589884046629
773,7442113199639514407
774,7442168947799002409
775,7442159016567950592
776,7442083818133081404
777,7441991359138942223
778,7442137797856709923
779,7442088547915451688
780,7442130782308633907
781,7442103747129429307
782,7442072530145267001
783,7442070690318126351
784,7442107815084215606
785,7442111922939448634
786,7442065879384280347
787,7442100339639143716
788,7442138117550771493
789,7442297979970587945
790,7442218892946099516
791,7441993401899273498
792,7442088943627095333
793,7442217770906832179
794,7442116428041424140
795,7442059832313564473
796,7442146529655180580
797,7442085385355693346
798,7442103768566533436
799,7442158377372798267
800,7442103239551552828
801,7442191184073624869
802,7442075163207716153
803,7442096189509537060
804,7442104401503849785
805,7441999358297394489
806,7442110369302121787
807,7442145150031154491
808,7442111059768462619
809,7442099762427464969
810,7442174730972482876
811,7442162063704640795
812,7442531790142590268
813,7442544637912419623
814,7442589792384142649
815,7442502082076233012
816,7442860716312268051
817,7443040099748629817
818,7443585623388163386
819,7441496222248062262
820,7441499591956008229
821,7441489267471240484
822,7441491221781990713
823,7441585788145519882
824,7440105576589282572
825,7440792247823600936
826,7440825747599576357
827,7441373023367744826
828,7441825401896308020
829,7442524028851457295
830,7442236621686181155
831,7442281054947298596
832,7442274352118222090
833,7442316966322277695
834,7442294506952723712
835,7442311193630493979
836,7442306300165328169
837,7442465099400465704
838,7442412004222029106
839,7442486583263071523
840,7442255215568506131
841,7442466180251520275
842,7442468198936612122
843,7442412453750656316
844,7442468509503753523
845,7442512675273264438
846,7442463304095632700
847,7442550135826959676
848,7442498375640993083
849,7442515732270746899
850,7442445095946816809
851,7442570586229902652
852,7442485421902269734
853,7442486903636610342
854,7442533844579847464
855,7442482784314182970
856,7442344850374135067
857,7442243444040338739
858,7442353015610182972
859,7442335648373099795
860,7442605084980120884
861,7442727494219828516
862,7442498406980865332
863,7442538319596064057
864,7442517496722165043
865,7442503851283877130
866,7442627932679327034
867,7442870270517431590
868,7442915315828280627
869,7442733925740416271
870,7443318587680460059
871,7442292700847590716
872,7442320756932922651
873,7442285574712593722
874,7442316368155856164
875,7442335815260228879
876,7442245089822330124
877,7442620161863060762
878,7442541994544500002
879,7442535074169490722
880,7442544470710684980
881,7442924060243135784
882,7440691665838411017
883,7441174946832731401
884,7441118022363794729
885,7441140888883023123
886,7441206203469876539
887,7441539574666513718
888,7441565109991787834
889,7441737631114825020
890,7442132001836109095
891,7442119875297824039
892,7442106611834883368
893,7442161428145900836
894,7442175323074088252
895,7442299509465566473
896,7442295612369947941
897,7442295375437892879
898,7442356692244860218
899,7442207519038033178
900,7442215352316005670
901,7442166852031106355
902,7442181813830733113
903,7442210276126002442
904,7442302282722544956
905,7442184413779217724
906,7442263941322935552
907,7442173069541625127
908,7442200463140850981
909,7442201210813222178
910,7442163825639460131
911,7442172669891546427
912,7442457916763950345
913,7442175200847858954
914,7442174490571787577
915,7442174974334356794
916,7442208955880803622
917,7442166569154694459
918,7442195866665962786
919,7442174177399835962
920,7442190302934240552
921,7442179251106811147
922,7442173266560683301
923,7442186971679591734
924,7442193020876885285
925,7442200310770109748
926,7442189897240300859
927,7442171623978896666
928,7442181282680818998
929,7442226045991783740
930,7442272906089991478
931,7442222375384452362
932,7442212005429120316
933,7442172267460595002
934,7442460940093721896
935,7442465589429357833
936,7442465432646339894
937,7439271975878413583
938,7440633059071905084
939,7441157332366576922
940,7441513523546557750
941,7442153784513449226
942,7442278375101599028
943,7442167471299104063
944,7442185242569395490
945,7442235423033724220
946,7442191358586096948
947,7442176298270592266
948,7442321864334036262
949,7442203591848234291
950,7442372034274905407
951,7442470133517290809
952,7442393164800953650
953,7442446301037464844
954,7442394247979896121
955,7442485040577006911
956,7442457399232941349
957,7442460313691229494
958,7442415598975405362
959,7442235917764545842
960,7442207626785557820
961,7442198735737654564
962,7443043962425838863
963,7442528054246722851
964,7442168940584815922
965,7442719255226879247
966,7442846552311368997
967,7442950792811695386
968,7442927800694164796
969,7442839171435187491
970,7442562272121130276
971,7442511688479280438
972,7442510729867054373
973,7442544528399011132
974,7442669409912622373
975,7442621074375707961
976,7442659266579713289
977,7442532636754595091
978,7442670469414735113
979,7442548975858633984
980,7442652429184814396
981,7442544284106050868
982,7442547283947818240
983,7442530123766664511
984,7442761439741283622
985,7442739597240487179
986,7442834835791433018
987,7442931546039848202
988,7442963644616346932
989,7442984351416995087
990,7442863979644472610
991,7443060823888497959
992,7442906386746346788
993,7442242478461308218
994,7442291184870903103
995,7442178162366172476
996,7442177959105973555
997,7442198667353673000
998,7442196910837943589
999,7442233434488982810
1000,7442164629276462362
1001,7442166818690600249
1002,7442215301720116530
1003,7442221501132131622
1004,7442284781494160652
1005,7442172793480858892
1006,7442164979484134694
1007,7442190280821935420
1008,7442237181814525195
1009,7442173199124581672
1010,7442291168529943819
1011,7442186763998596404
1012,7442152734721068338
1013,7442155992441261369
1014,7442184654754434355
1015,7442190693927357708
1016,7442112630539504932
1017,7442200746323348772
1018,7442166689183059258
1019,7442166576519908667
1020,7442346258108402985
1021,7442195685736303906
1022,7442121810511957299
1023,7442215275514088741
1024,7442167163974176059
1025,7442152024805772571
1026,7443207768057695547
1027,7443416743864782091
1028,7443243317434830118
1029,7443678945490259258
1030,7444187955461229850
1031,7444527371056729354
1032,7441556613661478181
1033,7442172083628461375
1034,7442074089881161011
1035,7441766694965628170
1036,7441860593063185705
1037,7442007240527138058
1038,7441707768970513705
1039,7442082061696929081
1040,7441727174496767266
1041,7441719338597469494
1042,7441763997222718780
1043,7442299726768229682
1044,7442292227100921148
1045,7441978750440377651
1046,7441946168055188763
1047,7441881263952121129
1048,7441619290144410939
1049,7441543107813985574
1050,7441639688667925772
1051,7442301004961353017
1052,7442229866864397568
1053,7442295905568460058
1054,7442231930851986747
1055,7441931247951154484
1056,7441806228675775782
1057,7441869638968855834
1058,7441756298695298339
1059,7442111325402090792
1060,7442092484148170018
1061,7442101483325148454
1062,7441565797656350004
1063,7441613071027588391
1064,7441763142797004041
1065,7441748279345335562
1066,7441853344504712485
1067,7441793649634970938
1068,7441957009496280358
1069,7441736042555755835
1070,7441922810710134056
1071,7441755398983486777
1072,7441969232645999881
1073,7441922828426956059
1074,7441735911034916154
1075,7441925139152833811
1076,7441864445116108084
1077,7441953068037508403
1078,7441882555693010202
1079,7441777677301730597
1080,7441817184290082107
1081,7441831005268233491
1082,7441930072514186546
1083,7441748006031985961
1084,7441971917784894754
1085,7441946791953648946
1086,7441885099836198201
1087,7441781209824349475
1088,7441858556552367410
1089,7441790905578704162
1090,7441880300742921510
1091,7441948452184935690
1092,7441902323774934272
1093,7441946030700088633
1094,7441929936253848884
1095,7441943719126879545
1096,7441951689227226403
1097,7441968274407034131
1098,7441759147957226762
1099,7441731760297233673
1100,7441946626270268732
1101,7441960716875222329
1102,7441928079364181305
1103,7442006629240900924
1104,7442120863081598218
1105,7442110478207225151
1106,7442127425510575418
1107,7442157837201018169
1108,7442101721083432242
1109,7442267339149593915
1110,7442122547656690995
1111,7442002970130140442
1112,7442095895916727563
1113,7442085664323145000
1114,7442100053784677684
1115,7442121372685372691
1116,7442015719761481018
1117,7442118247639436581
1118,7442157245149842698
1119,7442142052516711720
1120,7442111914605301007
1121,7442135453077130531
1122,7442157724885880123
1123,7442136823956032820
1124,7442229765244767527
1125,7442147509775994152
1126,7442108446704504123
1127,7442358143071325497
1128,7442141245100657920
1129,7442133405975711035
1130,7441568603675151657
1131,7441601627552877875
1132,7441597647011450124
1133,7441900033223560460
1134,7442147810604027145
1135,7442200956344749369
1136,7442125090910637366
1137,7442156433476521225
1138,7442099679774493963
1139,7442236845187976511
1140,7442367298565950729
1141,7441831006115482916
1142,7441938257719332107
1143,7441790967637691675
1144,7441811017614544162
1145,7441900241307127050
1146,7441781732879109433
1147,7441821379068038463
1148,7441765060021603641
1149,7441965918768483621
1150,7441773323463216442
1151,7441741991869697295
1152,7441799906571881755
1153,7441808817089744162
1154,7441952078961937683
1155,7441762658858110260
1156,7441932439599041828
1157,7441795231839800628
1158,7441921876802293029
1159,7441941428462210319
1160,7441785844723141925
1161,7441755679288724775
1162,7441754624987548940
1163,7442124060923890982
1164,7442129496192372031
1165,7442025022719397180
1166,7442317634990804251
1167,7442141801412152628
1168,7442118723210677558
1169,7442194968262855972
1170,7442119032280501555
1171,7442074624046763314
1172,7442094066042441018
1173,7442009455899708699
1174,7442078157437504826
1175,7442101654398258447
1176,7442119212987977019
1177,7442178596241706249
1178,7442073457904422153
1179,7442162104422960447
1180,7442083293010414902
1181,7442160774904139059
1182,7441989086778297634
1183,7442219539477122358
1184,7442148130310671675
1185,7442100301911346472
1186,7442105437400468773
1187,7442132994934066451
1188,7442096782693174537
1189,7442273967861271849
1190,7442268874340322596
1191,7442087132853718284
1192,7442142861358812467
1193,7442128048234843427
1194,7442123539483757864
1195,7442149718911765811
1196,7442197606710709519
1197,7442477114844106036
1198,7442503266472054073
1199,7442557079400828201
1200,7442458804542786870
1201,7442707657120615718
1202,7442729918603038010
1203,7442539624141999419
1204,7442466711724461371
1205,7442615554206108980
1206,7442577269458996537
1207,7442484649072315706
1208,7442567484382743867
1209,7442630747384548617
1210,7442638885269654821
1211,7442481683502239028
1212,7442644215437315363
1213,7442430412057644288
1214,7442507516463844667
1215,7442702394611354937
1216,7442733939199937807
1217,7442763065755569417
1218,7442745010639998247
1219,7443050019260812603
1220,7443076880967699747
1221,7442733946133056783
1222,7443083494432967971
1223,7443073524685638971
1224,7443271022800850236
1225,7443223161388240185
1226,7443717112616471867
1227,7443574893112757561
1228,7443851127726017829
1229,7444506606638730531
1230,7441154525903211803
1231,7441169221721099530
1232,7441173451311828251
1233,7441156006350032155
1234,7441127587843230987
1235,7441163226064096564
1236,7441169871976598823
1237,7441395457714130214
1238,7441205617374645504
1239,7441433586760174905
1240,7441564610693483802
1241,7441752803338423612
1242,7441747068751859002
1243,7441871388022951220
1244,7441746571919658300
1245,7442132077681626387
1246,7440443161127750949
1247,7436979141657890085
1248,7440679949075303734
1249,7440445748660931878
1250,7441624901288611087
1251,7440299302594891047
1252,7437360391958646016
1253,7440460706752875826
1254,7437641932949572905
1255,7440454395700972859
1256,7440437746134502696
1257,7440460831004839226
1258,7440436956183416102
1259,7440448711618006307
1260,7440807111245843753
1261,7440659662912900364
1262,7440770488764337423
1263,7440695831646260507
1264,7440708495915109691
1265,7440661056051006772
1266,7440864993941277979
1267,7440688010955476258
1268,7440639466491972899
1269,7440800791755132220
1270,7440624438539717888
1271,7441614447833025803
1272,7441736074520464655
1273,7441807781188914491
1274,7440444721589177659
1275,7441852611998911778
1276,7441797113253580092
1277,7441760447369415987
1278,7442275583456742713
1279,7444030986385476902
1280,7437506667668933939
1281,7437453225017560372
1282,7442287802307398969
1283,7442305338751126834
1284,7442232821403389219
1285,7442301474912226619
1286,7442324422305860901
1287,7442286411211869491
1288,7442307247125843252
1289,7442327250076323081
1290,7442288318684925196
1291,7442322778163842319
1292,7442300015306951945
1293,7442309741243649338
1294,7442258628578512167
1295,7442346919214468389
1296,7442326724559359241
1297,7442288726467710266
1298,7442347572238470459
1299,7442350602195045692
1300,7442315076029173032
1301,7442352918172437823
1302,7442323622183570729
1303,7442281906999282978
1304,7442286155929832704
1305,7442356950899133746
1306,7442327864973856059
1307,7442280944528133416
1308,7442289803317611814
1309,7442312914989501706
1310,7442326020209888562
1311,7442271506979179830
1312,7442295102074113299
1313,7442280309380484364
1314,7442339558902992185
1315,7442329575289392423
1316,7442262464412060928
1317,7442281174170340665
1318,7442289330783145273
1319,7442293318223973670
1320,7442339250336566588
1321,7442296897374539049
1322,7442339388996013312
1323,7442345578475834659
1324,7442302037938687290
1325,7442308480209358092
1326,7442289424517369124
1327,7442260714863070502
1328,7442270152328105276
1329,7442309705147436347
1330,7442289467190185256
1331,7442329764548840731
1332,7442314393880235273
1333,7442305478715051304
1334,7442324557739953466
1335,7442287368192773433
1336,7442292511952882984
1337,7442300642690944266
1338,7442352842368666895
1339,7442325442847182140
1340,7442324004402105639
1341,7442285006959037711
1342,7442334355873074484
1343,7442317919075208498
1344,7442353745431760191
1345,7442360396469619995
1346,7442373144058318089
1347,7440646844654325018
1348,7442309234403937586
1349,7442308420478291234
1350,7442309598821829903
1351,7442302615506914612
1352,7442315982342851880
1353,7442359876958883112
1354,7442319823314423100
1355,7442315118739803446
1356,7442295927882190080
1357,7442296961635601722
1358,7442269975974300986
1359,7442270337200442662
1360,7442355467726196020
1361,7442326256852438309
